Loading vocab...
token_vocab: 4521, post_vocab: 160, pos_vocab: 46, dep_vocab: 42, pol_vocab: 3
cuda memory allocated: 7069696
n_trainable_params: 395673, n_nontrainable_params: 1356300
training arguments:
>>> model_name: gnn-transformer
>>> dataset: restaurant
>>> optimizer: <class 'torch.optim.adam.Adam'>
>>> initializer: <function xavier_uniform_ at 0x7f9352ac0d30>
>>> learning_rate: 0.001
>>> num_epoch: 50
>>> batch_size: 16
>>> log_step: 5
>>> embed_dim: 300
>>> post_dim: 60
>>> pos_dim: 30
>>> deprel_dim: 30
>>> hidden_dim: 60
>>> num_layers: 8
>>> polarities_dim: 3
>>> input_dropout: 0.7
>>> lower: True
>>> directed: False
>>> add_self_loop: True
>>> bidirect: True
>>> rnn_hidden: 60
>>> rnn_layers: 1
>>> rnn_dropout: 0.1
>>> max_length: 85
>>> device: cuda:0
>>> seed: 1000
>>> weight_decay: 0.0001
>>> vocab_dir: ./dataset/Restaurants_corenlp
>>> pad_id: 0
>>> graph_conv_type: gin
>>> graph_conv_attention_heads: 4
>>> graph_conv_attn_dropout: 0.0
>>> ffn_dropout: 0.4
>>> attention_heads: 4
>>> attn_dropout: 0.2
>>> norm: ln
>>> max_position: 9
>>> finetune_weight_decay: 0.01
>>> scheduler: linear
>>> warmup: 2
>>> cuda: 0
>>> pretrained_bert_name: bert-base-uncased
>>> adam_epsilon: 1e-08
>>> bert_dim: 768
>>> bert_dropout: 0.3
>>> bert_lr: 2e-05
>>> model_class: <class 'models.gnn_transformer.GNN_Transformer'>
>>> dataset_file: {'train': './dataset/Restaurants_corenlp/train.json', 'test': './dataset/Restaurants_corenlp/test.json'}
>>> inputs_cols: ['text', 'aspect', 'pos', 'head', 'deprel', 'post', 'mask', 'length', 'adj']
>>> post_size: 160
>>> pos_size: 46
>>> deprel_size: 42
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 0
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.6452_f1_0.2616
loss: 1.2840, acc: 0.6250, test_acc: 0.6452, f1: 0.2616
loss: 1.0739, acc: 0.5020, test_acc: 0.5934, f1: 0.4736
loss: 0.9348, acc: 0.5078, test_acc: 0.6113, f1: 0.4664
loss: 0.8506, acc: 0.5114, test_acc: 0.6425, f1: 0.4536
loss: 0.9987, acc: 0.5129, test_acc: 0.6452, f1: 0.4565
loss: 1.0689, acc: 0.5054, test_acc: 0.6130, f1: 0.4570
loss: 0.9113, acc: 0.5104, test_acc: 0.5889, f1: 0.4747
loss: 1.0669, acc: 0.5101, test_acc: 0.5675, f1: 0.4750
loss: 1.1250, acc: 0.5082, test_acc: 0.5326, f1: 0.4588
loss: 1.1510, acc: 0.5064, test_acc: 0.4906, f1: 0.4364
loss: 0.9787, acc: 0.5047, test_acc: 0.4924, f1: 0.4379
loss: 1.0989, acc: 0.5046, test_acc: 0.4978, f1: 0.4414
loss: 1.0425, acc: 0.5015, test_acc: 0.4942, f1: 0.4368
loss: 1.2014, acc: 0.4985, test_acc: 0.4727, f1: 0.4227
loss: 0.8406, acc: 0.5014, test_acc: 0.4799, f1: 0.4323
loss: 1.0495, acc: 0.4958, test_acc: 0.5004, f1: 0.4433
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 14
loss: 1.0438, acc: 0.3125, test_acc: 0.5147, f1: 0.4513
loss: 1.1677, acc: 0.3750, test_acc: 0.5282, f1: 0.4576
loss: 0.9573, acc: 0.3958, test_acc: 0.5165, f1: 0.4516
loss: 0.9952, acc: 0.4688, test_acc: 0.5067, f1: 0.4454
loss: 1.1767, acc: 0.4625, test_acc: 0.5049, f1: 0.4436
loss: 1.0067, acc: 0.4479, test_acc: 0.5094, f1: 0.4459
loss: 1.0491, acc: 0.4464, test_acc: 0.5103, f1: 0.4455
loss: 1.2075, acc: 0.4141, test_acc: 0.5442, f1: 0.4632
loss: 1.2468, acc: 0.4028, test_acc: 0.5710, f1: 0.4753
loss: 1.0877, acc: 0.3937, test_acc: 0.5567, f1: 0.4744
loss: 1.2940, acc: 0.3864, test_acc: 0.5416, f1: 0.4726
loss: 0.8545, acc: 0.3906, test_acc: 0.5282, f1: 0.4601
loss: 1.0540, acc: 0.3846, test_acc: 0.5541, f1: 0.4754
loss: 1.0842, acc: 0.3839, test_acc: 0.5639, f1: 0.4818
loss: 1.0775, acc: 0.3917, test_acc: 0.5755, f1: 0.4830
loss: 0.8220, acc: 0.4102, test_acc: 0.5773, f1: 0.4808
loss: 1.2547, acc: 0.4081, test_acc: 0.5505, f1: 0.4693
loss: 0.9511, acc: 0.4167, test_acc: 0.5255, f1: 0.4598
loss: 1.0576, acc: 0.4243, test_acc: 0.5156, f1: 0.4584
loss: 1.2229, acc: 0.4219, test_acc: 0.5067, f1: 0.4547
loss: 1.1120, acc: 0.4226, test_acc: 0.5192, f1: 0.4598
loss: 0.9723, acc: 0.4261, test_acc: 0.5139, f1: 0.4580
loss: 0.8377, acc: 0.4266, test_acc: 0.4996, f1: 0.4497
loss: 1.0766, acc: 0.4323, test_acc: 0.4861, f1: 0.4436
loss: 1.0741, acc: 0.4200, test_acc: 0.4853, f1: 0.4435
loss: 1.1817, acc: 0.4087, test_acc: 0.4835, f1: 0.4390
loss: 1.1659, acc: 0.4074, test_acc: 0.5013, f1: 0.4502
loss: 0.9030, acc: 0.4085, test_acc: 0.5273, f1: 0.4571
loss: 0.9899, acc: 0.4116, test_acc: 0.5693, f1: 0.4731
loss: 0.8065, acc: 0.4208, test_acc: 0.6059, f1: 0.4808
loss: 1.0705, acc: 0.4214, test_acc: 0.6113, f1: 0.4834
loss: 0.9033, acc: 0.4297, test_acc: 0.5996, f1: 0.4868
loss: 1.0167, acc: 0.4280, test_acc: 0.5550, f1: 0.4644
loss: 0.9974, acc: 0.4283, test_acc: 0.5174, f1: 0.4473
loss: 0.9699, acc: 0.4304, test_acc: 0.5478, f1: 0.4664
loss: 0.9287, acc: 0.4340, test_acc: 0.5755, f1: 0.4787
loss: 1.0793, acc: 0.4341, test_acc: 0.5853, f1: 0.4829
loss: 0.9636, acc: 0.4391, test_acc: 0.5853, f1: 0.4820
loss: 0.8609, acc: 0.4455, test_acc: 0.5782, f1: 0.4819
loss: 1.2412, acc: 0.4500, test_acc: 0.5746, f1: 0.4796
loss: 1.0241, acc: 0.4482, test_acc: 0.5728, f1: 0.4796
loss: 1.0560, acc: 0.4509, test_acc: 0.5335, f1: 0.4570
loss: 1.1218, acc: 0.4477, test_acc: 0.5219, f1: 0.4527
loss: 0.8757, acc: 0.4489, test_acc: 0.5192, f1: 0.4514
loss: 1.0726, acc: 0.4458, test_acc: 0.5639, f1: 0.4739
loss: 1.3255, acc: 0.4437, test_acc: 0.5728, f1: 0.4785
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 15
loss: 1.0207, acc: 0.5625, test_acc: 0.5559, f1: 0.4696
loss: 1.0725, acc: 0.4375, test_acc: 0.5362, f1: 0.4605
loss: 1.3203, acc: 0.3750, test_acc: 0.5121, f1: 0.4499
loss: 1.0307, acc: 0.3906, test_acc: 0.4978, f1: 0.4416
loss: 1.0718, acc: 0.3750, test_acc: 0.4933, f1: 0.4401
loss: 1.1185, acc: 0.3542, test_acc: 0.4933, f1: 0.4222
loss: 0.9146, acc: 0.3750, test_acc: 0.5237, f1: 0.4445
loss: 0.9879, acc: 0.3906, test_acc: 0.5782, f1: 0.4718
loss: 0.8320, acc: 0.4236, test_acc: 0.6291, f1: 0.4838
loss: 1.1243, acc: 0.4313, test_acc: 0.6363, f1: 0.4759
loss: 1.0282, acc: 0.4318, test_acc: 0.6318, f1: 0.4789
loss: 1.0124, acc: 0.4323, test_acc: 0.6309, f1: 0.4809
loss: 0.9389, acc: 0.4423, test_acc: 0.6345, f1: 0.4765
loss: 1.0781, acc: 0.4509, test_acc: 0.6354, f1: 0.4883
loss: 0.9080, acc: 0.4625, test_acc: 0.6202, f1: 0.4870
loss: 0.9101, acc: 0.4688, test_acc: 0.6443, f1: 0.4771
loss: 1.0981, acc: 0.4632, test_acc: 0.6693, f1: 0.5057
loss: 1.0226, acc: 0.4688, test_acc: 0.5648, f1: 0.4819
loss: 1.0194, acc: 0.4638, test_acc: 0.5326, f1: 0.4606
loss: 0.8724, acc: 0.4750, test_acc: 0.5433, f1: 0.4613
loss: 1.0481, acc: 0.4732, test_acc: 0.5433, f1: 0.4666
loss: 0.9225, acc: 0.4744, test_acc: 0.5353, f1: 0.4617
loss: 0.8514, acc: 0.4783, test_acc: 0.5836, f1: 0.4800
loss: 1.0354, acc: 0.4922, test_acc: 0.6819, f1: 0.4651
loss: 1.0847, acc: 0.4875, test_acc: 0.5317, f1: 0.4818
loss: 1.0521, acc: 0.4832, test_acc: 0.4075, f1: 0.3966
loss: 0.9533, acc: 0.4884, test_acc: 0.5532, f1: 0.4930
loss: 1.1180, acc: 0.4777, test_acc: 0.6622, f1: 0.5106
loss: 1.0804, acc: 0.4763, test_acc: 0.6479, f1: 0.4302
loss: 0.9734, acc: 0.4792, test_acc: 0.6488, f1: 0.4477
loss: 1.0809, acc: 0.4778, test_acc: 0.6014, f1: 0.4702
loss: 1.2628, acc: 0.4766, test_acc: 0.6095, f1: 0.4621
loss: 0.9583, acc: 0.4811, test_acc: 0.5505, f1: 0.4458
loss: 1.1665, acc: 0.4798, test_acc: 0.5156, f1: 0.4424
loss: 1.0256, acc: 0.4804, test_acc: 0.5496, f1: 0.4645
loss: 1.1862, acc: 0.4774, test_acc: 0.5907, f1: 0.4828
loss: 0.9883, acc: 0.4780, test_acc: 0.5684, f1: 0.4647
loss: 0.8732, acc: 0.4819, test_acc: 0.6425, f1: 0.4557
loss: 0.9721, acc: 0.4872, test_acc: 0.6488, f1: 0.4399
loss: 1.0305, acc: 0.4891, test_acc: 0.6068, f1: 0.4624
loss: 1.1403, acc: 0.4848, test_acc: 0.5728, f1: 0.4573
loss: 1.1107, acc: 0.4866, test_acc: 0.5952, f1: 0.4768
loss: 1.0254, acc: 0.4869, test_acc: 0.5979, f1: 0.4872
loss: 0.8934, acc: 0.4886, test_acc: 0.6229, f1: 0.4529
loss: 1.2419, acc: 0.4819, test_acc: 0.6327, f1: 0.4318
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 16
loss: 1.0576, acc: 0.5000, test_acc: 0.6488, f1: 0.4440
loss: 1.0379, acc: 0.5000, test_acc: 0.6470, f1: 0.4510
loss: 1.2311, acc: 0.5208, test_acc: 0.6157, f1: 0.4751
loss: 1.0448, acc: 0.5781, test_acc: 0.5326, f1: 0.4588
loss: 1.0473, acc: 0.5500, test_acc: 0.4674, f1: 0.4305
loss: 0.9577, acc: 0.5417, test_acc: 0.4924, f1: 0.4415
loss: 0.9197, acc: 0.5179, test_acc: 0.5165, f1: 0.4534
loss: 0.9863, acc: 0.5391, test_acc: 0.6005, f1: 0.4853
loss: 1.0270, acc: 0.5417, test_acc: 0.6050, f1: 0.4911
loss: 0.9636, acc: 0.5375, test_acc: 0.5809, f1: 0.4836
loss: 1.1773, acc: 0.5284, test_acc: 0.5451, f1: 0.4698
loss: 0.9304, acc: 0.5260, test_acc: 0.5469, f1: 0.4704
loss: 1.0410, acc: 0.5385, test_acc: 0.5183, f1: 0.4579
loss: 1.0092, acc: 0.5223, test_acc: 0.5317, f1: 0.4645
loss: 1.3084, acc: 0.5125, test_acc: 0.5871, f1: 0.4853
loss: 0.9700, acc: 0.5195, test_acc: 0.6488, f1: 0.4596
loss: 0.9450, acc: 0.5147, test_acc: 0.6461, f1: 0.4462
loss: 0.9000, acc: 0.5174, test_acc: 0.6595, f1: 0.4254
loss: 0.9807, acc: 0.5263, test_acc: 0.6649, f1: 0.4217
loss: 0.9621, acc: 0.5344, test_acc: 0.6050, f1: 0.4508
loss: 1.0487, acc: 0.5268, test_acc: 0.5040, f1: 0.4186
loss: 0.8308, acc: 0.5256, test_acc: 0.3557, f1: 0.3412
loss: 0.9210, acc: 0.5217, test_acc: 0.3146, f1: 0.3161
loss: 0.9380, acc: 0.5182, test_acc: 0.3503, f1: 0.3507
loss: 0.9496, acc: 0.5125, test_acc: 0.4924, f1: 0.4408
loss: 0.9890, acc: 0.5072, test_acc: 0.5416, f1: 0.4638
loss: 0.9872, acc: 0.5093, test_acc: 0.5416, f1: 0.4608
loss: 1.0011, acc: 0.5045, test_acc: 0.5487, f1: 0.4646
loss: 1.1433, acc: 0.4957, test_acc: 0.5773, f1: 0.4803
loss: 1.3749, acc: 0.4896, test_acc: 0.5961, f1: 0.4685
loss: 0.9377, acc: 0.4940, test_acc: 0.5987, f1: 0.4798
loss: 1.0669, acc: 0.4922, test_acc: 0.5925, f1: 0.4778
loss: 1.1656, acc: 0.4848, test_acc: 0.5585, f1: 0.4729
loss: 1.0285, acc: 0.4890, test_acc: 0.5952, f1: 0.4867
loss: 1.2760, acc: 0.4839, test_acc: 0.6104, f1: 0.4611
loss: 1.0501, acc: 0.4826, test_acc: 0.6452, f1: 0.4454
loss: 1.0042, acc: 0.4899, test_acc: 0.6470, f1: 0.4412
loss: 0.8496, acc: 0.4951, test_acc: 0.6443, f1: 0.4496
loss: 1.0039, acc: 0.4952, test_acc: 0.6220, f1: 0.4456
loss: 0.8558, acc: 0.4969, test_acc: 0.6113, f1: 0.4797
loss: 0.9153, acc: 0.5015, test_acc: 0.5889, f1: 0.4699
loss: 1.1367, acc: 0.4985, test_acc: 0.5523, f1: 0.4619
loss: 0.9433, acc: 0.4942, test_acc: 0.5031, f1: 0.4448
loss: 1.1743, acc: 0.4858, test_acc: 0.5085, f1: 0.4394
loss: 1.2244, acc: 0.4819, test_acc: 0.5362, f1: 0.4322
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 17
loss: 1.0761, acc: 0.3750, test_acc: 0.5496, f1: 0.4354
loss: 1.0502, acc: 0.4375, test_acc: 0.5952, f1: 0.4622
loss: 0.9462, acc: 0.4375, test_acc: 0.6381, f1: 0.4596
loss: 1.1988, acc: 0.3906, test_acc: 0.6425, f1: 0.4575
loss: 1.0018, acc: 0.4125, test_acc: 0.6497, f1: 0.4403
loss: 0.9472, acc: 0.4375, test_acc: 0.6390, f1: 0.4644
loss: 1.1524, acc: 0.4196, test_acc: 0.5916, f1: 0.4697
loss: 0.9117, acc: 0.4609, test_acc: 0.5603, f1: 0.4588
loss: 0.8870, acc: 0.4583, test_acc: 0.5299, f1: 0.4457
loss: 0.9366, acc: 0.4750, test_acc: 0.5130, f1: 0.4386
loss: 1.0466, acc: 0.4659, test_acc: 0.5076, f1: 0.4278
loss: 0.9814, acc: 0.4688, test_acc: 0.5317, f1: 0.4507
loss: 0.9393, acc: 0.4808, test_acc: 0.5693, f1: 0.4747
loss: 1.1298, acc: 0.4821, test_acc: 0.5916, f1: 0.4838
loss: 1.0518, acc: 0.4875, test_acc: 0.5943, f1: 0.4818
loss: 1.1117, acc: 0.4766, test_acc: 0.5791, f1: 0.4814
loss: 1.0206, acc: 0.4743, test_acc: 0.5827, f1: 0.4765
loss: 1.1632, acc: 0.4653, test_acc: 0.6068, f1: 0.4822
loss: 0.9578, acc: 0.4671, test_acc: 0.5791, f1: 0.4657
loss: 1.4683, acc: 0.4562, test_acc: 0.5702, f1: 0.4663
loss: 0.8630, acc: 0.4613, test_acc: 0.5800, f1: 0.4676
loss: 1.0053, acc: 0.4688, test_acc: 0.5889, f1: 0.4769
loss: 0.9940, acc: 0.4674, test_acc: 0.5648, f1: 0.4729
loss: 1.0190, acc: 0.4661, test_acc: 0.5567, f1: 0.4618
loss: 1.2474, acc: 0.4650, test_acc: 0.5308, f1: 0.4311
loss: 0.7654, acc: 0.4712, test_acc: 0.5219, f1: 0.4299
loss: 1.0741, acc: 0.4676, test_acc: 0.5389, f1: 0.4496
loss: 1.0862, acc: 0.4621, test_acc: 0.5442, f1: 0.4643
loss: 1.0250, acc: 0.4634, test_acc: 0.5782, f1: 0.4777
loss: 1.0067, acc: 0.4646, test_acc: 0.5818, f1: 0.4837
loss: 0.8650, acc: 0.4718, test_acc: 0.5862, f1: 0.4832
loss: 0.9549, acc: 0.4785, test_acc: 0.5961, f1: 0.4779
loss: 1.0643, acc: 0.4792, test_acc: 0.5979, f1: 0.4736
loss: 1.0465, acc: 0.4798, test_acc: 0.5961, f1: 0.4670
loss: 1.0221, acc: 0.4768, test_acc: 0.5764, f1: 0.4452
loss: 1.0160, acc: 0.4722, test_acc: 0.5702, f1: 0.4448
loss: 1.0954, acc: 0.4730, test_acc: 0.5567, f1: 0.4596
loss: 1.1353, acc: 0.4737, test_acc: 0.5407, f1: 0.4646
loss: 0.9374, acc: 0.4760, test_acc: 0.5112, f1: 0.4520
loss: 1.2463, acc: 0.4672, test_acc: 0.4790, f1: 0.4356
loss: 0.8808, acc: 0.4665, test_acc: 0.4772, f1: 0.4338
loss: 0.9517, acc: 0.4658, test_acc: 0.4745, f1: 0.4364
loss: 1.2074, acc: 0.4637, test_acc: 0.4692, f1: 0.4341
loss: 1.1384, acc: 0.4616, test_acc: 0.4504, f1: 0.4219
loss: 0.8690, acc: 0.4639, test_acc: 0.4433, f1: 0.4193
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 18
loss: 0.9951, acc: 0.3125, test_acc: 0.4656, f1: 0.4343
loss: 1.0032, acc: 0.4062, test_acc: 0.4656, f1: 0.4326
loss: 0.9808, acc: 0.3958, test_acc: 0.4647, f1: 0.4263
loss: 0.9238, acc: 0.3906, test_acc: 0.4370, f1: 0.4016
loss: 1.0670, acc: 0.3875, test_acc: 0.3557, f1: 0.3502
loss: 1.1599, acc: 0.3750, test_acc: 0.3628, f1: 0.3562
loss: 1.1522, acc: 0.3839, test_acc: 0.4799, f1: 0.4325
loss: 0.8263, acc: 0.4141, test_acc: 0.5246, f1: 0.4557
loss: 0.9176, acc: 0.4514, test_acc: 0.5639, f1: 0.4680
loss: 1.0031, acc: 0.4437, test_acc: 0.5746, f1: 0.4678
loss: 1.1178, acc: 0.4261, test_acc: 0.6122, f1: 0.4616
loss: 1.0648, acc: 0.4219, test_acc: 0.5764, f1: 0.4654
loss: 1.0981, acc: 0.4279, test_acc: 0.5389, f1: 0.4634
loss: 0.9526, acc: 0.4286, test_acc: 0.5156, f1: 0.4583
loss: 0.9495, acc: 0.4417, test_acc: 0.5049, f1: 0.4497
loss: 1.0661, acc: 0.4336, test_acc: 0.4933, f1: 0.4434
loss: 0.9803, acc: 0.4265, test_acc: 0.5022, f1: 0.4453
loss: 1.0605, acc: 0.4340, test_acc: 0.5201, f1: 0.4529
loss: 0.9712, acc: 0.4408, test_acc: 0.5219, f1: 0.4539
loss: 1.0925, acc: 0.4375, test_acc: 0.5407, f1: 0.4647
loss: 0.8575, acc: 0.4435, test_acc: 0.5442, f1: 0.4603
loss: 1.2214, acc: 0.4403, test_acc: 0.5478, f1: 0.4627
loss: 0.8996, acc: 0.4457, test_acc: 0.5496, f1: 0.4655
loss: 1.2455, acc: 0.4375, test_acc: 0.5442, f1: 0.4604
loss: 1.1366, acc: 0.4400, test_acc: 0.5532, f1: 0.4650
loss: 0.9888, acc: 0.4447, test_acc: 0.5621, f1: 0.4638
loss: 1.0784, acc: 0.4491, test_acc: 0.5612, f1: 0.4569
loss: 1.0637, acc: 0.4464, test_acc: 0.5693, f1: 0.4571
loss: 1.0316, acc: 0.4418, test_acc: 0.6300, f1: 0.4647
loss: 0.9835, acc: 0.4417, test_acc: 0.6247, f1: 0.4676
loss: 0.9188, acc: 0.4456, test_acc: 0.6247, f1: 0.4676
loss: 1.0206, acc: 0.4473, test_acc: 0.6238, f1: 0.4715
loss: 1.0823, acc: 0.4527, test_acc: 0.5710, f1: 0.4638
loss: 1.0354, acc: 0.4540, test_acc: 0.5666, f1: 0.4746
loss: 1.0756, acc: 0.4554, test_acc: 0.5567, f1: 0.4717
loss: 1.2813, acc: 0.4497, test_acc: 0.5308, f1: 0.4584
loss: 0.8904, acc: 0.4544, test_acc: 0.5362, f1: 0.4657
loss: 1.1341, acc: 0.4572, test_acc: 0.5228, f1: 0.4590
loss: 1.2825, acc: 0.4487, test_acc: 0.5273, f1: 0.4581
loss: 0.8713, acc: 0.4531, test_acc: 0.5416, f1: 0.4636
loss: 0.9801, acc: 0.4543, test_acc: 0.5523, f1: 0.4658
loss: 1.0524, acc: 0.4539, test_acc: 0.5407, f1: 0.4590
loss: 0.9840, acc: 0.4593, test_acc: 0.5344, f1: 0.4577
loss: 1.1825, acc: 0.4560, test_acc: 0.5299, f1: 0.4566
loss: 1.1656, acc: 0.4500, test_acc: 0.5273, f1: 0.4556
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 19
loss: 1.1123, acc: 0.5000, test_acc: 0.5121, f1: 0.4453
loss: 1.0006, acc: 0.4688, test_acc: 0.5004, f1: 0.4380
loss: 0.9325, acc: 0.5000, test_acc: 0.4978, f1: 0.4371
loss: 0.9772, acc: 0.5156, test_acc: 0.4969, f1: 0.4352
loss: 1.1568, acc: 0.4875, test_acc: 0.5290, f1: 0.4487
loss: 0.9440, acc: 0.4792, test_acc: 0.5800, f1: 0.4783
loss: 1.1590, acc: 0.4732, test_acc: 0.6282, f1: 0.4803
loss: 0.8759, acc: 0.5078, test_acc: 0.6336, f1: 0.4815
loss: 0.9093, acc: 0.5069, test_acc: 0.6354, f1: 0.4815
loss: 1.0652, acc: 0.5188, test_acc: 0.6372, f1: 0.4615
loss: 0.8831, acc: 0.5284, test_acc: 0.6390, f1: 0.4601
loss: 0.9591, acc: 0.5365, test_acc: 0.6363, f1: 0.4704
loss: 1.1012, acc: 0.5192, test_acc: 0.6148, f1: 0.4608
loss: 1.1599, acc: 0.5179, test_acc: 0.5746, f1: 0.4716
loss: 1.1766, acc: 0.5125, test_acc: 0.5702, f1: 0.4739
loss: 1.0482, acc: 0.5117, test_acc: 0.5362, f1: 0.4590
loss: 1.1773, acc: 0.5184, test_acc: 0.5282, f1: 0.4560
loss: 1.1163, acc: 0.5208, test_acc: 0.5514, f1: 0.4697
loss: 0.9566, acc: 0.5164, test_acc: 0.5407, f1: 0.4658
loss: 0.9188, acc: 0.5125, test_acc: 0.5273, f1: 0.4603
loss: 1.0188, acc: 0.5089, test_acc: 0.5192, f1: 0.4489
loss: 0.8579, acc: 0.5142, test_acc: 0.5228, f1: 0.4515
loss: 1.0406, acc: 0.5163, test_acc: 0.5282, f1: 0.4537
loss: 1.0232, acc: 0.5156, test_acc: 0.5344, f1: 0.4574
loss: 1.0966, acc: 0.5125, test_acc: 0.5362, f1: 0.4558
loss: 0.9903, acc: 0.5072, test_acc: 0.5675, f1: 0.4710
loss: 0.9596, acc: 0.5093, test_acc: 0.5630, f1: 0.4679
loss: 1.0365, acc: 0.5022, test_acc: 0.5719, f1: 0.4815
loss: 0.9806, acc: 0.4935, test_acc: 0.5675, f1: 0.4810
loss: 0.8937, acc: 0.4938, test_acc: 0.5326, f1: 0.4612
loss: 1.1584, acc: 0.4940, test_acc: 0.5094, f1: 0.4482
loss: 0.9091, acc: 0.4902, test_acc: 0.5139, f1: 0.4520
loss: 0.8687, acc: 0.4905, test_acc: 0.5237, f1: 0.4593
loss: 1.1061, acc: 0.4871, test_acc: 0.5380, f1: 0.4628
loss: 1.0556, acc: 0.4839, test_acc: 0.5451, f1: 0.4686
loss: 1.1938, acc: 0.4774, test_acc: 0.5433, f1: 0.4667
loss: 1.1638, acc: 0.4713, test_acc: 0.5469, f1: 0.4689
loss: 1.0080, acc: 0.4737, test_acc: 0.5576, f1: 0.4726
loss: 1.1154, acc: 0.4760, test_acc: 0.5827, f1: 0.4759
loss: 1.0657, acc: 0.4750, test_acc: 0.5755, f1: 0.4728
loss: 0.9195, acc: 0.4787, test_acc: 0.5916, f1: 0.4795
loss: 1.0311, acc: 0.4762, test_acc: 0.5907, f1: 0.4797
loss: 1.0439, acc: 0.4782, test_acc: 0.5719, f1: 0.4777
loss: 1.1455, acc: 0.4744, test_acc: 0.5693, f1: 0.4727
loss: 0.9208, acc: 0.4806, test_acc: 0.5666, f1: 0.4667
loss: 1.1531, acc: 0.4780, test_acc: 0.5433, f1: 0.4600
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 20
loss: 0.9388, acc: 0.4375, test_acc: 0.5228, f1: 0.4551
loss: 0.9076, acc: 0.4375, test_acc: 0.5237, f1: 0.4564
loss: 1.0397, acc: 0.3958, test_acc: 0.5416, f1: 0.4614
loss: 0.9912, acc: 0.4531, test_acc: 0.5836, f1: 0.4817
loss: 0.9703, acc: 0.4875, test_acc: 0.5648, f1: 0.4705
loss: 1.1439, acc: 0.4688, test_acc: 0.5433, f1: 0.4583
loss: 1.2028, acc: 0.4821, test_acc: 0.5219, f1: 0.4502
loss: 0.9179, acc: 0.4844, test_acc: 0.5192, f1: 0.4511
loss: 1.0873, acc: 0.4931, test_acc: 0.5273, f1: 0.4502
loss: 1.1307, acc: 0.4875, test_acc: 0.5246, f1: 0.4409
loss: 1.0286, acc: 0.4886, test_acc: 0.5478, f1: 0.4596
loss: 0.8998, acc: 0.4896, test_acc: 0.5576, f1: 0.4702
loss: 0.9793, acc: 0.4952, test_acc: 0.5532, f1: 0.4689
loss: 1.0751, acc: 0.4911, test_acc: 0.5514, f1: 0.4668
loss: 1.0148, acc: 0.4875, test_acc: 0.5836, f1: 0.4822
loss: 1.0740, acc: 0.4844, test_acc: 0.6050, f1: 0.4798
loss: 0.9383, acc: 0.4890, test_acc: 0.6095, f1: 0.4641
loss: 0.9713, acc: 0.4931, test_acc: 0.6014, f1: 0.4546
loss: 1.1533, acc: 0.5000, test_acc: 0.6023, f1: 0.4471
loss: 0.9899, acc: 0.5031, test_acc: 0.6023, f1: 0.4659
loss: 1.1452, acc: 0.4911, test_acc: 0.5603, f1: 0.4700
loss: 0.9228, acc: 0.4915, test_acc: 0.5675, f1: 0.4707
loss: 1.1183, acc: 0.4810, test_acc: 0.5719, f1: 0.4768
loss: 1.0741, acc: 0.4844, test_acc: 0.5559, f1: 0.4577
loss: 1.0532, acc: 0.4850, test_acc: 0.5737, f1: 0.4667
loss: 0.9392, acc: 0.4856, test_acc: 0.5630, f1: 0.4586
loss: 1.0147, acc: 0.4838, test_acc: 0.5710, f1: 0.4557
loss: 1.0605, acc: 0.4866, test_acc: 0.5728, f1: 0.4562
loss: 0.9472, acc: 0.4892, test_acc: 0.5684, f1: 0.4578
loss: 1.0190, acc: 0.4938, test_acc: 0.5621, f1: 0.4648
loss: 1.1551, acc: 0.4940, test_acc: 0.5523, f1: 0.4616
loss: 0.9925, acc: 0.4863, test_acc: 0.5594, f1: 0.4709
loss: 0.9719, acc: 0.4867, test_acc: 0.5567, f1: 0.4765
loss: 1.1734, acc: 0.4816, test_acc: 0.5576, f1: 0.4694
loss: 1.1462, acc: 0.4804, test_acc: 0.5862, f1: 0.4798
loss: 1.0599, acc: 0.4826, test_acc: 0.5845, f1: 0.4815
loss: 1.0038, acc: 0.4865, test_acc: 0.5576, f1: 0.4657
loss: 1.0657, acc: 0.4803, test_acc: 0.5612, f1: 0.4687
loss: 1.1666, acc: 0.4776, test_acc: 0.5657, f1: 0.4719
loss: 1.2502, acc: 0.4703, test_acc: 0.5487, f1: 0.4641
